person_id,trajectory,duration_frames,shadow_segments,avg_shadow_proportion
0,"[(272, 14010646.16931699, 7980305.69672214, True), (274, 14010646.23636004, 7980305.22155619, False), (276, 14010646.28535701, 7980306.30165906, False), (278, 14010646.33066959, 7980307.0333187, False), (280, 14010646.36717804, 7980307.68572012, False), (282, 14010646.44364946, 7980308.10973192, False), (284, 14010646.52092889, 7980308.62693786, False), (286, 14010646.56517617, 7980309.15594739, False), (288, 14010646.54122626, 7980309.83747926, False), (290, 14010646.52462081, 7980310.33951523, True), (292, 14010646.49994055, 7980310.81578499, True), (294, 14010646.45688749, 7980311.40614182, True), (296, 14010646.44380178, 7980311.86757843, True), (298, 14010646.44149626, 7980312.3817383, True), (300, 14010646.43035333, 7980313.03142841, True), (302, 14010646.45231745, 7980313.53390432, True), (304, 14010646.54224915, 7980314.11678126, True), (306, 14010646.595101, 7980314.72436625, True)]",34,"[(True, 1), (False, 8), (True, 9)]",0.1279097299999999
1,"[(112, 14010647.36018299, 7980285.00262935, False), (114, 14010647.28958429, 7980286.64182231, False), (116, 14010647.27236787, 7980286.93154554, False), (118, 14010647.35580234, 7980288.12145797, False), (120, 14010647.39348867, 7980289.0057953, False), (122, 14010647.40722376, 7980289.62643372, False), (124, 14010647.410793, 7980290.1261041, False), (126, 14010647.42494141, 7980290.598873, False), (128, 14010647.4422011, 7980291.2772877, False), (130, 14010647.45530023, 7980291.92910173, False), (132, 14010647.47599637, 7980292.75550305, False), (134, 14010647.52781273, 7980293.48071932, False), (136, 14010647.54231478, 7980294.0625549, False), (138, 14010647.59052375, 7980294.72810295, False), (140, 14010647.61813219, 7980295.37518536, False), (142, 14010647.6225445, 7980295.98158687, False), (144, 14010647.60248046, 7980296.69372459, False), (146, 14010647.5915054, 7980297.15429141, False), (148, 14010647.53723015, 7980297.72110747, False), (150, 14010647.55258832, 7980298.43765812, False), (152, 14010647.62200662, 7980299.02043652, False), (154, 14010647.66591745, 7980299.59720088, False), (156, 14010647.71556981, 7980300.24911463, False), (158, 14010647.74898183, 7980300.77846811, False), (160, 14010647.79556882, 7980301.49075779, False), (162, 14010647.80990781, 7980302.05958576, False), (164, 14010647.82114502, 7980302.6067786, False), (166, 14010647.82019744, 7980303.22086909, False), (168, 14010647.83335562, 7980303.72350863, False), (170, 14010647.86781788, 7980304.26840209, False), (172, 14010647.89596058, 7980304.85059655, False), (174, 14010647.91878302, 7980305.43015845, False), (176, 14010647.93472325, 7980306.06310951, False), (178, 14010647.91294314, 7980306.73641271, False), (180, 14010647.88439103, 7980307.2981936, False), (182, 14010647.81874064, 7980307.95350143, False), (184, 14010647.76346173, 7980308.45745862, False), (186, 14010647.72959894, 7980308.94592962, False), (188, 14010647.69618925, 7980309.68720773, False), (190, 14010647.66571657, 7980310.29712893, False), (192, 14010647.68583776, 7980310.89920233, False), (194, 14010647.71239214, 7980311.57387023, False), (196, 14010647.73301369, 7980312.20098333, False), (198, 14010647.77755593, 7980312.87216952, False), (200, 14010647.80075787, 7980313.48819513, False), (202, 14010647.83233848, 7980314.06147063, False), (204, 14010647.87878239, 7980314.67423479, False)]",92,"[(False, 47)]",0.1251487563829786
3,"[(54, 14010646.81138669, 7980301.65433214, False), (56, 14010646.63771591, 7980300.84785351, False), (58, 14010646.56577117, 7980300.41674034, False), (60, 14010646.24516751, 7980301.21480606, False), (62, 14010645.86551556, 7980302.29035855, True), (64, 14010645.70672337, 7980303.03508992, True), (66, 14010645.73311079, 7980303.36751153, True), (68, 14010645.77035239, 7980304.3048963, True), (70, 14010645.86911984, 7980305.18857266, True), (72, 14010645.95597767, 7980305.96058639, True), (74, 14010646.07410168, 7980306.78737429, True), (76, 14010646.13161778, 7980307.47976865, False), (78, 14010646.15636832, 7980308.08352669, True), (80, 14010646.16590941, 7980308.48819181, True), (82, 14010646.16426882, 7980308.88228821, True), (84, 14010646.19267091, 7980309.48686707, True), (86, 14010646.20905772, 7980309.92299318, True), (88, 14010646.21430542, 7980310.56441768, True), (90, 14010646.25349591, 7980311.23106756, True), (92, 14010646.30494276, 7980311.82543794, True), (94, 14010646.37480216, 7980312.51676637, True), (96, 14010646.49272559, 7980313.0713229, True), (98, 14010646.59156784, 7980313.74148233, True), (100, 14010646.63788306, 7980314.4883373, True)]",46,"[(False, 4), (True, 7), (False, 1), (True, 12)]",0.12409309
4,"[(116, 14010645.92832588, 7980304.28136179, True), (118, 14010645.88622837, 7980304.29956494, True), (120, 14010645.90089466, 7980304.58938334, True), (122, 14010645.9441641, 7980305.3305778, True), (124, 14010646.03129428, 7980305.97426533, True), (126, 14010646.08008049, 7980306.51179114, True), (128, 14010646.04088853, 7980307.18818582, True), (130, 14010645.99589395, 7980307.73868058, True), (132, 14010645.93080733, 7980308.21743431, True), (134, 14010645.7995912, 7980308.84938258, True), (136, 14010645.65817092, 7980309.50493674, True), (138, 14010645.50944321, 7980310.14513374, True), (140, 14010645.3600717, 7980310.75958258, True), (142, 14010645.26271111, 7980311.40323807, True), (144, 14010645.21677003, 7980312.07926674, True), (146, 14010645.19088831, 7980312.66167418, True), (148, 14010645.22542961, 7980313.33549366, True), (150, 14010645.26978126, 7980314.07468176, True), (152, 14010645.34035385, 7980314.61420533, True)]",36,"[(True, 19)]",0.12409309
5,"[(2, 14010648.81636462, 7980314.09379665, False), (4, 14010649.10839727, 7980313.59465952, False), (6, 14010649.08766758, 7980313.0843095, False), (8, 14010649.00657348, 7980312.59696215, False), (10, 14010648.88510334, 7980312.12097256, False), (12, 14010648.73799424, 7980311.55166489, False), (14, 14010648.58799786, 7980311.09660698, False), (16, 14010648.48481222, 7980310.51894518, False), (18, 14010648.38669662, 7980309.94617171, False), (20, 14010648.29939242, 7980309.54587993, False), (22, 14010648.22653031, 7980309.08240178, False), (24, 14010648.17171648, 7980308.60389995, False), (26, 14010648.16202563, 7980307.93649822, False), (28, 14010648.14108315, 7980307.57712601, False), (30, 14010648.09876608, 7980307.1473913, False), (32, 14010648.02785016, 7980306.63766516, False), (34, 14010647.94764197, 7980306.03492332, False), (36, 14010647.86275867, 7980305.36932338, False), (38, 14010647.78489756, 7980304.97228984, False), (40, 14010647.70488325, 7980304.61031839, False), (42, 14010647.60480931, 7980304.22210676, False), (44, 14010647.54132754, 7980303.51751198, False), (46, 14010647.49423516, 7980303.02922554, False), (48, 14010647.437251, 7980302.43470934, False), (50, 14010647.35402481, 7980301.90692513, False), (52, 14010647.25476149, 7980301.51183446, False), (54, 14010647.16008243, 7980300.95513181, False), (56, 14010647.13743552, 7980300.48992646, False), (58, 14010647.0706396, 7980300.03682552, False), (60, 14010646.98714798, 7980299.46204368, False), (62, 14010646.66955674, 7980299.06594381, False), (64, 14010646.61796186, 7980298.54142136, False), (66, 14010646.77052062, 7980297.0600344, False), (68, 14010646.9844147, 7980295.7551853, False), (70, 14010647.12198901, 7980295.28349894, False), (72, 14010647.17703807, 7980295.57743216, False), (74, 14010647.17551361, 7980296.06061577, False), (76, 14010647.1182955, 7980296.6488958, False), (78, 14010647.07868896, 7980297.11492305, False), (80, 14010647.06697026, 7980297.35401615, False), (82, 14010647.04778015, 7980297.45260619, False), (84, 14010647.02349095, 7980297.78446623, False), (86, 14010647.04342588, 7980297.86707382, False), (88, 14010647.10422859, 7980297.34103024, False), (90, 14010647.08420594, 7980297.45486716, False), (92, 14010647.09819305, 7980297.6385633, False), (94, 14010647.06153266, 7980298.43313206, False), (96, 14010646.97758914, 7980299.35174905, False), (98, 14010646.94108266, 7980300.07221066, False), (100, 14010646.88131193, 7980301.05166292, False), (102, 14010646.82219122, 7980301.7850446, False), (104, 14010646.7955142, 7980302.50045855, False), (106, 14010646.74876256, 7980303.34039084, False), (108, 14010646.70175326, 7980304.11971048, False), (110, 14010646.67260291, 7980304.68357363, False), (112, 14010646.69540689, 7980305.17890942, False), (114, 14010646.68594109, 7980305.71044999, False), (116, 14010646.68589141, 7980306.16725195, False), (118, 14010646.69093115, 7980306.65396526, False), (120, 14010646.64404203, 7980306.92766745, False), (122, 14010646.61515358, 7980307.27385399, False), (124, 14010646.59603724, 7980307.75115488, False), (126, 14010646.56316207, 7980308.22602978, False), (128, 14010646.54968658, 7980308.66986801, False), (130, 14010646.52859874, 7980309.09684624, False), (132, 14010646.49223188, 7980309.59905252, False), (134, 14010646.45072004, 7980309.99300821, False), (136, 14010646.44657335, 7980310.3774821, False), (138, 14010646.42464154, 7980310.86063936, True), (140, 14010646.39969248, 7980311.1601737, True), (142, 14010646.39694761, 7980311.51054062, True), (144, 14010646.37208106, 7980312.07406267, True), (146, 14010646.33290732, 7980312.49910451, True), (148, 14010646.33251827, 7980312.93673069, True), (150, 14010646.32451328, 7980313.46203886, True), (152, 14010646.28620547, 7980313.89220263, True), (154, 14010646.26780256, 7980314.35238182, True), (156, 14010646.27136302, 7980314.77479687, True)]",154,"[(False, 68), (True, 10)]",0.12409309
11,"[(94, 14010646.38689293, 7980308.31731455, False), (96, 14010646.35200843, 7980309.04680583, False), (98, 14010646.33057181, 7980309.54807798, True), (100, 14010646.3291095, 7980310.08085433, True), (102, 14010646.32826848, 7980310.69493957, True), (104, 14010646.33978575, 7980311.20701601, True), (106, 14010646.35368342, 7980311.77710855, True), (108, 14010646.37638849, 7980312.27919852, True), (110, 14010646.35268633, 7980312.94317735, True), (112, 14010646.31516736, 7980313.64189472, True), (114, 14010646.28738919, 7980314.15172443, True), (116, 14010646.21462415, 7980314.83118732, True)]",22,"[(False, 2), (True, 10)]",0.1240930899999999
12,"[(128, 14010646.37817511, 7980299.09152578, False), (130, 14010646.46437425, 7980298.83197499, False), (132, 14010646.41152766, 7980300.19604121, False), (134, 14010646.37045028, 7980301.8207493, False), (136, 14010646.32801986, 7980303.3241212, False), (138, 14010646.28031532, 7980304.53891699, False), (140, 14010646.26326565, 7980305.43741555, False), (142, 14010646.2846065, 7980306.00894115, False), (144, 14010646.31224367, 7980306.44022289, False), (146, 14010646.3695607, 7980306.33112149, False), (148, 14010646.36815254, 7980306.89581532, False), (150, 14010646.31878809, 7980307.71407303, False), (152, 14010646.28528785, 7980308.10796691, False), (154, 14010646.27084132, 7980308.37130688, False), (156, 14010646.20702262, 7980309.01107255, True), (158, 14010646.10886949, 7980309.65397627, True), (160, 14010646.00073666, 7980310.27542279, True), (162, 14010645.91981909, 7980310.758425, True), (164, 14010645.83579209, 7980311.37572758, True), (166, 14010645.79003635, 7980311.85880563, True), (168, 14010645.76476092, 7980312.37250512, True), (170, 14010645.74405018, 7980313.09627619, True), (172, 14010645.7746486, 7980313.60690985, True), (174, 14010645.83038029, 7980314.19895067, True), (176, 14010645.85540069, 7980314.85495126, True)]",48,"[(False, 14), (True, 11)]",0.1240930899999999
13,"[(518, 14010652.53830375, 7980305.14453017, False), (520, 14010652.1235164, 7980305.41298566, False), (522, 14010651.42294877, 7980306.61640451, False), (524, 14010651.04518739, 7980306.94255806, False), (526, 14010650.65933655, 7980307.34375268, False), (528, 14010650.74985456, 7980306.43300437, False), (530, 14010650.80800164, 7980305.53172619, False), (532, 14010650.83414543, 7980304.82065682, False), (534, 14010650.86188082, 7980304.11140379, False), (536, 14010650.85736553, 7980303.52836889, False), (538, 14010650.8340241, 7980302.99429821, False), (540, 14010650.7507369, 7980302.39865204, False), (542, 14010650.74365701, 7980301.87496978, False), (544, 14010650.7387979, 7980301.38998868, False), (546, 14010650.74420807, 7980300.85302617, False), (548, 14010650.75457883, 7980300.41500103, False), (550, 14010650.7226813, 7980299.88662494, False), (552, 14010650.69161467, 7980299.24686121, False), (554, 14010650.63589192, 7980298.66123473, False), (556, 14010650.51848961, 7980298.02926052, False), (558, 14010650.37449015, 7980297.27677824, False), (560, 14010650.20877698, 7980296.78448934, False), (562, 14010650.00589503, 7980296.28657887, False), (564, 14010649.75252238, 7980295.71344234, False), (566, 14010649.55483533, 7980295.10346838, False), (568, 14010649.2785648, 7980294.50029838, False), (570, 14010648.96538052, 7980293.90422804, False), (572, 14010648.64080527, 7980293.31287254, False), (574, 14010648.31656141, 7980292.72386415, False), (576, 14010647.965423, 7980291.97964989, False), (578, 14010647.67360592, 7980291.25766208, False), (580, 14010647.45169326, 7980290.71826448, False), (582, 14010647.19393114, 7980290.05739188, False), (584, 14010647.06864845, 7980289.66604082, False), (586, 14010646.96709452, 7980289.23096483, False), (588, 14010646.82705822, 7980288.5742863, False), (590, 14010646.69595494, 7980287.97050085, False), (592, 14010646.56599742, 7980287.3947745, False), (594, 14010646.37115454, 7980286.72880946, False), (596, 14010646.34271991, 7980286.05684814, False), (598, 14010646.21297175, 7980285.21935554, False)]",80,"[(False, 41)]",0.1319260714634146
15,"[(64, 14010647.79827218, 7980294.35856072, False), (66, 14010647.85325473, 7980294.93467756, False), (68, 14010647.87192186, 7980295.3445714, False), (70, 14010647.87706176, 7980295.81739947, False), (72, 14010647.88690099, 7980296.47558367, False), (74, 14010647.88021774, 7980296.99718896, False), (76, 14010647.82584252, 7980297.46893795, False), (78, 14010647.78183136, 7980297.87440961, False), (80, 14010647.76877599, 7980298.27426228, False), (82, 14010647.78176116, 7980298.68420519, False), (84, 14010647.75197513, 7980299.03183112, False), (86, 14010647.71469497, 7980299.42950778, False), (88, 14010647.69697973, 7980299.6784327, False), (90, 14010647.65614929, 7980300.13194302, False), (92, 14010647.64488534, 7980300.53893702, False), (94, 14010647.64192986, 7980300.95975841, False), (96, 14010647.62867489, 7980301.47549739, False), (98, 14010647.6004214, 7980302.00713783, False), (100, 14010647.61842076, 7980302.37082142, False), (102, 14010647.61549164, 7980302.80894261, False), (104, 14010647.60644469, 7980303.23504895, False), (106, 14010647.6064825, 7980303.56186923, False), (108, 14010647.61736035, 7980303.9396603, False), (110, 14010647.58980399, 7980304.4299914, False), (112, 14010647.53984017, 7980304.99237884, False), (114, 14010647.50028828, 7980305.57631867, False), (116, 14010647.46616053, 7980306.10036543, False), (118, 14010647.46338918, 7980306.45372625, False), (120, 14010647.42558935, 7980306.93257635, False), (122, 14010647.42016356, 7980307.37004904, False), (124, 14010647.45474437, 7980307.73072478, False), (126, 14010647.48654559, 7980308.16288064, False), (128, 14010647.50195941, 7980308.73023707, False), (130, 14010647.51571977, 7980309.19636951, False), (132, 14010647.54664086, 7980309.58193428, False), (134, 14010647.56530363, 7980309.98775604, False), (136, 14010647.5547335, 7980310.55307746, False), (138, 14010647.55914957, 7980310.95043698, False), (140, 14010647.51972372, 7980311.48403887, False), (142, 14010647.51028601, 7980311.9260977, False), (144, 14010647.50153476, 7980312.41640693, False), (146, 14010647.51397373, 7980312.81243321, False), (148, 14010647.56122251, 7980313.20826188, False), (150, 14010647.55785676, 7980313.70511134, False), (152, 14010647.54195742, 7980313.99327658, False), (154, 14010647.43859647, 7980314.53432593, False), (156, 14010647.35479409, 7980314.93007759, False)]",92,"[(False, 47)]",0.1240930899999999
16,"[(8, 14010651.14397535, 7980312.70860955, False), (10, 14010651.22134291, 7980312.67178506, False), (12, 14010651.39249806, 7980312.35061145, False), (14, 14010651.47898604, 7980312.11237912, False), (16, 14010651.58522654, 7980311.78906177, False), (18, 14010651.62690078, 7980311.47124071, False), (20, 14010651.576093, 7980311.12071856, False), (22, 14010651.52152174, 7980310.7192075, False), (24, 14010651.45820252, 7980310.30231953, False), (26, 14010651.38489259, 7980309.89584423, False), (28, 14010651.30493501, 7980309.51809525, False), (30, 14010651.32348704, 7980308.91993055, False), (32, 14010651.28175363, 7980308.60961068, False), (34, 14010651.28253875, 7980308.17874586, False), (36, 14010651.30105934, 7980307.69698939, False), (38, 14010651.27974087, 7980307.25740779, False), (40, 14010651.22171044, 7980306.98970769, False), (42, 14010651.18004555, 7980306.610629, False), (44, 14010651.11951956, 7980306.02796646, False), (46, 14010651.0825262, 7980305.51306139, False), (48, 14010651.02677171, 7980304.99954338, False), (50, 14010650.98310567, 7980304.50154714, False), (52, 14010650.95725408, 7980304.06727913, False), (54, 14010650.90360949, 7980303.77911237, False), (56, 14010650.84169388, 7980303.44418932, False), (58, 14010650.81983814, 7980302.94057684, False), (60, 14010650.76924912, 7980302.52613091, False), (62, 14010650.69655935, 7980302.08841011, False), (64, 14010650.63063368, 7980301.65015664, False), (66, 14010650.64160287, 7980301.09285984, False), (68, 14010650.63901489, 7980300.67822328, False), (70, 14010650.62092987, 7980300.39891455, False), (72, 14010650.67281477, 7980299.98561846, False), (74, 14010650.77805085, 7980299.50961953, False), (76, 14010650.87221161, 7980299.03065812, False), (78, 14010650.92383445, 7980298.74417711, False), (80, 14010651.02063043, 7980298.31056292, False), (82, 14010651.07413029, 7980298.0285415, False), (84, 14010651.10041888, 7980297.55135258, False), (86, 14010651.03172266, 7980297.28660659, False), (88, 14010651.04249781, 7980296.75846859, False), (90, 14010650.9871003, 7980296.4798485, False), (92, 14010650.94945266, 7980296.02504157, False), (94, 14010650.86234992, 7980295.763603, False), (96, 14010650.8025737, 7980295.27901891, False), (98, 14010650.78970033, 7980294.50580516, False), (100, 14010650.73033083, 7980294.01558484, False), (102, 14010650.66079936, 7980293.59534525, False), (104, 14010650.5947355, 7980293.31371272, False), (106, 14010650.42627626, 7980292.9216949, False), (108, 14010650.42091718, 7980292.44657357, False), (110, 14010650.46768238, 7980292.107708, False), (112, 14010650.51446151, 7980291.57082595, False), (114, 14010650.53291886, 7980291.13490642, False), (116, 14010650.59256151, 7980290.5947683, False), (118, 14010650.63836284, 7980290.19566002, False), (120, 14010650.65458545, 7980289.69702568, False)]",112,"[(False, 57)]",0.1240930899999999
