person_id,trajectory,duration_frames,shadow_segments,avg_shadow_proportion
1,"[(94, 14010649.31128678, 7980314.87928282, False), (96, 14010649.202191, 7980314.30852321, False), (98, 14010649.1099572, 7980313.80587595, False), (100, 14010649.05517918, 7980313.18095919, False), (102, 14010648.98534502, 7980312.64501675, False), (104, 14010648.948222, 7980312.12854022, False), (106, 14010648.93658281, 7980311.58035252, False), (108, 14010648.9514531, 7980310.95017551, False), (110, 14010649.37743175, 7980308.77625264, False), (112, 14010649.37986939, 7980308.24690815, False), (114, 14010649.20639419, 7980308.47681107, False), (116, 14010649.07724008, 7980308.6641971, False), (118, 14010649.09051658, 7980308.5717262, False), (120, 14010649.16448453, 7980308.21900103, False), (122, 14010649.2400228, 7980307.71177031, False), (124, 14010649.30946743, 7980307.21219164, False), (126, 14010649.43412769, 7980306.70444929, False), (128, 14010649.54834658, 7980306.19030282, False), (130, 14010649.67336732, 7980305.59046965, False), (132, 14010649.76223953, 7980305.07236445, False), (134, 14010649.83365024, 7980304.63432347, False), (136, 14010649.91038266, 7980304.17991387, False), (138, 14010649.99099477, 7980303.79953367, False), (140, 14010650.04892081, 7980303.46703209, False), (142, 14010650.09470566, 7980302.97025284, False), (144, 14010650.13873396, 7980302.60942616, False), (146, 14010650.16463207, 7980302.11020228, False), (148, 14010650.2019812, 7980301.54586762, False), (150, 14010650.20870692, 7980301.22285087, False), (152, 14010650.21075258, 7980300.76191026, False), (154, 14010650.18720042, 7980300.10438058, False), (156, 14010650.16249572, 7980299.64084728, False), (158, 14010650.095256, 7980299.07024561, False), (160, 14010650.02570639, 7980298.52717721, False), (162, 14010649.99846707, 7980298.04362396, False), (164, 14010650.00726728, 7980297.43159543, False), (166, 14010649.98324392, 7980296.8576017, False), (168, 14010649.94044589, 7980296.30855307, False), (170, 14010649.88968424, 7980295.77177906, False), (172, 14010649.83701837, 7980295.23915292, False), (174, 14010649.78495242, 7980294.70676055, False), (176, 14010649.75040468, 7980294.22453658, False), (178, 14010649.73870172, 7980293.57149886, False), (180, 14010649.81504337, 7980293.1824464, False), (182, 14010649.92920678, 7980292.92465957, False), (184, 14010650.05275488, 7980292.71207429, False), (186, 14010650.17377943, 7980292.50279525, False), (188, 14010650.28954318, 7980292.28294526, False), (190, 14010650.37572249, 7980291.834852, False), (192, 14010650.39292772, 7980291.42002578, False), (194, 14010650.42139731, 7980290.97475227, False), (196, 14010650.43708858, 7980290.47268059, False), (198, 14010650.44953279, 7980289.94004233, False), (200, 14010650.42033233, 7980289.45245815, False), (202, 14010650.41980455, 7980288.78926369, False), (204, 14010650.45009202, 7980288.04873878, False)]",110,"[(False, 56)]",0.1031792217857142
4,"[(34, 14010650.59971463, 7980294.4761231, False), (36, 14010650.56211118, 7980294.98886536, False), (38, 14010650.54902059, 7980295.27648677, False), (40, 14010650.52567484, 7980295.8541544, False), (42, 14010650.50026254, 7980296.48360665, False), (44, 14010650.52765196, 7980296.91628641, False), (46, 14010650.52863175, 7980297.36147034, False), (48, 14010650.54675535, 7980297.89366296, False), (50, 14010650.57276492, 7980298.46887303, False), (52, 14010650.60110837, 7980299.05885444, False), (54, 14010650.62928368, 7980299.6498706, False), (56, 14010650.5995953, 7980300.21987157, False), (58, 14010650.59940047, 7980300.83252227, False), (60, 14010650.59255567, 7980301.35151052, False), (62, 14010650.57704634, 7980301.74303372, False), (64, 14010650.5666677, 7980302.27201302, False), (66, 14010650.5456529, 7980302.78132261, False), (68, 14010650.50376792, 7980303.24572732, False), (70, 14010650.47885164, 7980303.54043357, False), (72, 14010650.58908026, 7980303.39635414, False), (74, 14010650.60343938, 7980303.50935778, False), (76, 14010650.49298765, 7980304.32425824, False), (78, 14010650.35348516, 7980305.22252235, False), (80, 14010650.25655114, 7980305.88912099, False), (82, 14010650.18249112, 7980306.52760506, False), (84, 14010650.37131833, 7980306.31526242, False), (86, 14010650.770534, 7980305.38333482, False), (88, 14010651.2209057, 7980304.44346736, False), (90, 14010651.30658871, 7980304.76455609, False), (92, 14010651.3389205, 7980305.15976667, False), (94, 14010651.42588212, 7980305.44409351, False), (96, 14010651.55140933, 7980305.63539541, False), (98, 14010651.69718072, 7980305.77152098, False), (100, 14010651.85057534, 7980305.88319793, False), (102, 14010651.96004273, 7980306.02470975, False)]",68,"[(False, 35)]",0.0997816299999999
5,"[(66, 14010648.40557498, 7980302.14551346, False), (68, 14010648.44100245, 7980302.94489075, False), (70, 14010648.47318997, 7980304.03675357, False), (72, 14010648.524567, 7980304.85022385, False), (74, 14010648.58172994, 7980305.37634989, False), (76, 14010648.64119081, 7980305.88125607, False), (78, 14010648.63703472, 7980306.31237263, False), (80, 14010648.62646518, 7980306.69337275, False), (82, 14010648.59683734, 7980307.11002797, False), (84, 14010648.54119476, 7980307.55610077, False), (86, 14010648.46756467, 7980308.09532556, False), (88, 14010648.40645299, 7980308.50760445, False), (90, 14010648.36044253, 7980308.97496653, False), (92, 14010648.31512902, 7980309.27197254, False), (94, 14010648.22080757, 7980309.78580217, False), (96, 14010648.17247011, 7980310.19691492, False), (98, 14010648.13268337, 7980310.68201935, False), (100, 14010648.10877902, 7980311.28679551, False), (102, 14010648.08421024, 7980311.70564875, False), (104, 14010648.06699573, 7980312.07098129, False), (106, 14010648.05288637, 7980312.49153208, False), (108, 14010648.06478168, 7980313.05965966, False), (110, 14010648.0866921, 7980313.59193196, False), (112, 14010648.076772, 7980314.15204921, False), (114, 14010648.13398155, 7980314.73327241, False)]",48,"[(False, 25)]",0.0997816299999999
8,"[(1198, 14010648.02081864, 7980281.86542321, False), (1200, 14010648.10784996, 7980281.78138929, False), (1202, 14010648.25640051, 7980280.38785753, False), (1204, 14010648.24804436, 7980281.36386717, False), (1206, 14010648.20144675, 7980282.92089936, False), (1208, 14010648.14380949, 7980284.64624219, False), (1210, 14010648.08783943, 7980285.82209738, False), (1212, 14010648.03331417, 7980286.53265166, False), (1214, 14010647.95688946, 7980287.12397323, False), (1216, 14010647.89207934, 7980287.8457281, False), (1218, 14010647.82745877, 7980288.368036, False), (1220, 14010647.73088592, 7980288.98925375, False), (1222, 14010647.6225812, 7980289.65511191, False), (1224, 14010647.51400702, 7980290.32559029, False), (1226, 14010647.38280292, 7980290.93994143, False), (1228, 14010647.28556797, 7980291.57149613, False), (1230, 14010647.22107011, 7980292.21707873, False), (1232, 14010647.17137502, 7980292.85338944, False), (1234, 14010647.15758811, 7980293.60374153, False), (1236, 14010647.18381979, 7980294.23998508, False), (1238, 14010647.21502583, 7980295.0482665, False), (1240, 14010647.24435283, 7980295.74813729, False), (1242, 14010647.20451179, 7980296.36817912, False), (1244, 14010647.25652546, 7980296.31814824, False), (1246, 14010647.26660976, 7980296.49064287, False), (1248, 14010647.23797272, 7980297.28312522, False), (1250, 14010647.19253643, 7980298.3685814, False), (1252, 14010647.11952164, 7980299.43940666, False), (1254, 14010647.06120325, 7980300.32455578, False), (1256, 14010647.00980822, 7980301.01606653, False), (1258, 14010646.99315128, 7980301.63641305, False), (1260, 14010647.06431274, 7980302.24570674, False), (1262, 14010647.11698411, 7980302.93692759, False), (1264, 14010647.16633475, 7980303.61204028, False), (1266, 14010647.19744309, 7980304.19705462, False), (1268, 14010647.18700939, 7980304.82150416, False), (1270, 14010647.21323688, 7980305.53760395, False), (1272, 14010647.23442073, 7980306.16675387, False), (1274, 14010647.22268259, 7980306.81082328, False), (1276, 14010647.28060972, 7980307.51320653, False), (1278, 14010647.28033491, 7980308.13330318, False), (1280, 14010647.27139429, 7980308.76706721, False), (1282, 14010647.29172093, 7980309.43604668, False), (1284, 14010647.31214594, 7980310.07941918, False), (1286, 14010647.32840003, 7980310.77561045, False), (1288, 14010647.37709917, 7980311.5300653, False), (1290, 14010647.42079674, 7980312.10860886, False), (1292, 14010647.44741452, 7980312.82314062, False), (1294, 14010647.55827865, 7980313.55511799, False), (1296, 14010647.66509718, 7980314.09507767, False), (1298, 14010647.70916539, 7980314.8346255, False)]",100,"[(False, 51)]",0.1507959264705882
9,"[(6, 14010649.25964742, 7980310.96423999, False), (8, 14010649.27932203, 7980310.49071715, False), (10, 14010649.36017726, 7980309.95722148, False), (12, 14010649.40363725, 7980309.56048301, False), (14, 14010649.38122778, 7980309.13803006, False), (16, 14010649.34158212, 7980308.69666331, False), (18, 14010649.23307312, 7980308.27693778, False), (20, 14010649.06511746, 7980307.86534784, False), (22, 14010648.83659763, 7980307.44787071, False), (24, 14010648.59451669, 7980306.91379115, False), (26, 14010648.27421935, 7980306.54643492, False), (28, 14010647.94729118, 7980306.09258481, False), (30, 14010647.63636212, 7980305.63512599, False), (32, 14010647.33728327, 7980305.25637512, False), (34, 14010647.10965982, 7980304.80950166, False), (36, 14010646.9264809, 7980304.33018642, False), (38, 14010646.75787737, 7980303.8752732, False), (40, 14010646.63985003, 7980303.38732677, False), (42, 14010646.56189874, 7980302.94319393, False), (44, 14010646.45217903, 7980302.51752989, False), (46, 14010646.27333913, 7980301.9906869, False)]",40,"[(False, 21)]",0.09978163
10,"[(192, 14010649.08521085, 7980288.98983084, False), (194, 14010649.104973, 7980289.37958436, False), (196, 14010649.12501629, 7980289.93348044, False), (198, 14010649.22070252, 7980290.61317069, False), (200, 14010649.29036114, 7980291.23533584, False), (202, 14010649.32297335, 7980291.7832458, False), (204, 14010649.35222223, 7980292.19894014, False), (206, 14010649.3687983, 7980292.64294119, False), (208, 14010649.38083482, 7980293.10302548, False), (210, 14010649.37983524, 7980293.64942904, False), (212, 14010649.42146856, 7980294.19272988, False), (214, 14010649.49616663, 7980294.54374764, False), (216, 14010649.52079596, 7980295.18689845, False), (218, 14010649.55410081, 7980295.82048979, False), (220, 14010649.5835505, 7980296.23295779, False), (222, 14010649.59818783, 7980296.68880596, False), (224, 14010649.60524341, 7980297.24809049, False), (226, 14010649.6006563, 7980297.74980923, False), (228, 14010649.60136016, 7980298.29945184, False), (230, 14010649.5866743, 7980298.75845907, False), (232, 14010649.55398118, 7980299.29566547, False), (234, 14010649.54631106, 7980299.75741541, False), (236, 14010649.54142673, 7980300.2283624, False), (238, 14010649.61237767, 7980300.78791571, False), (240, 14010649.69046265, 7980301.15311912, False), (242, 14010649.75060608, 7980301.65304487, False), (244, 14010649.79778125, 7980302.209186, False), (246, 14010649.83154695, 7980302.64917773, False), (248, 14010649.87660602, 7980303.04248853, False), (250, 14010649.92252131, 7980303.56975001, False), (252, 14010649.96882888, 7980304.09579429, False), (254, 14010649.99786444, 7980304.58320743, False), (256, 14010650.03870233, 7980305.15544275, False), (258, 14010650.09738176, 7980305.62350405, False), (260, 14010650.12117154, 7980306.07494247, False), (262, 14010650.1331155, 7980306.55986661, False), (264, 14010650.17173518, 7980307.03853895, False), (266, 14010650.22983821, 7980307.50733684, False), (268, 14010650.24716764, 7980308.02539393, False), (270, 14010650.27747735, 7980308.57999165, False), (272, 14010650.34324079, 7980308.98524494, False), (274, 14010650.76678018, 7980308.21901785, False), (276, 14010650.65623311, 7980309.00148994, False), (278, 14010650.52917304, 7980309.88362076, False), (280, 14010650.406745, 7980310.77351223, False), (282, 14010650.33537534, 7980311.3975641, False), (284, 14010650.32486897, 7980311.86296238, False), (286, 14010650.30668922, 7980312.41408997, False), (288, 14010650.57760321, 7980312.16499202, False), (290, 14010650.53641828, 7980312.86829555, False), (292, 14010650.4675125, 7980313.61896986, False), (294, 14010650.41035511, 7980314.3206505, False), (296, 14010650.4534138, 7980314.81501638, False)]",104,"[(False, 53)]",0.1144174099999999
11,"[(96, 14010649.65913924, 7980293.96096978, False), (98, 14010649.57520797, 7980293.98015356, False), (100, 14010649.4222499, 7980294.6784126, False), (102, 14010649.25413015, 7980295.19183769, False), (104, 14010649.18456006, 7980295.18769803, False), (106, 14010648.99142014, 7980295.60907201, False), (108, 14010648.74263084, 7980296.23119992, False), (110, 14010648.47372601, 7980296.93415872, False), (112, 14010648.20269759, 7980297.65351834, False), (114, 14010647.99826046, 7980298.11518374, False), (116, 14010647.81467067, 7980298.56738126, False), (118, 14010647.67282826, 7980298.85285225, False), (120, 14010647.48114638, 7980299.44765479, False), (122, 14010647.28358509, 7980299.94169181, False), (124, 14010647.12040334, 7980300.2818373, False), (126, 14010646.99533695, 7980300.91534852, False), (128, 14010646.90476691, 7980301.5177948, False), (130, 14010646.83310598, 7980302.02751705, False), (132, 14010646.74304535, 7980302.40247503, False), (134, 14010646.6808167, 7980302.75347272, False), (136, 14010646.62061081, 7980303.32148477, False), (138, 14010646.54337793, 7980303.95328165, False), (140, 14010646.50273386, 7980304.53758411, False), (142, 14010646.44375362, 7980304.95787323, False), (144, 14010646.41839926, 7980305.52842719, False), (146, 14010646.40068522, 7980306.1455032, False), (148, 14010646.34951113, 7980306.75768267, True), (150, 14010646.31139793, 7980307.23323408, True), (152, 14010646.26195109, 7980307.48862938, True), (154, 14010646.20681255, 7980307.83589225, True), (156, 14010646.16804063, 7980308.47726319, True), (158, 14010646.15937771, 7980308.93738642, True), (160, 14010646.1415925, 7980309.4269434, False), (162, 14010646.11776609, 7980310.06047364, False), (164, 14010646.11404727, 7980310.65127046, False), (166, 14010646.11940555, 7980311.18967095, False), (168, 14010646.13902791, 7980311.86911707, False), (170, 14010646.15478391, 7980312.53068246, False), (172, 14010646.23955823, 7980313.2422068, False), (174, 14010646.29944158, 7980313.82090835, False), (176, 14010646.3394225, 7980314.39637436, False), (178, 14010646.42267781, 7980314.97972975, False)]",82,"[(False, 26), (True, 6), (False, 10)]",0.09978163
12,"[(96, 14010650.52503707, 7980293.76305551, False), (98, 14010650.50366237, 7980294.32059277, False), (100, 14010650.62179836, 7980294.13312506, False), (102, 14010650.47478617, 7980294.9987437, False), (104, 14010650.28534672, 7980295.69481753, False), (106, 14010650.05897332, 7980296.16715121, False), (108, 14010649.86880698, 7980296.59041265, False), (110, 14010649.65922884, 7980297.09783202, False), (112, 14010649.53510063, 7980297.42930297, False), (114, 14010649.26164104, 7980297.82085909, False), (116, 14010649.00567816, 7980298.27251939, False), (118, 14010648.79122769, 7980298.69436281, False), (120, 14010648.6009956, 7980299.01915343, False), (122, 14010648.4382584, 7980299.51815646, False), (124, 14010648.28790052, 7980300.02030487, False), (126, 14010648.15563141, 7980300.57899271, False), (128, 14010648.03015297, 7980301.08046603, False), (130, 14010647.90133308, 7980301.58749608, False), (132, 14010647.77615756, 7980301.97899331, False), (134, 14010647.70429475, 7980302.41863477, False), (136, 14010647.64220349, 7980302.91117768, False), (138, 14010647.58538041, 7980303.46584237, False), (140, 14010647.54108678, 7980303.94647077, False), (142, 14010647.49630303, 7980304.415712, False), (144, 14010647.44888214, 7980304.95277767, False), (146, 14010647.3810707, 7980305.44430871, False), (148, 14010647.33036544, 7980305.92156379, False), (150, 14010647.32572233, 7980306.63296976, False), (152, 14010647.36038606, 7980307.22643246, False), (154, 14010647.3570207, 7980307.78754319, False), (156, 14010647.32838651, 7980308.34227116, False), (158, 14010647.28506945, 7980308.753785, False), (160, 14010647.20771343, 7980309.23747517, False), (162, 14010647.20764162, 7980309.86806387, False), (164, 14010647.20488551, 7980310.3283385, False), (166, 14010647.15541188, 7980310.8945888, False), (168, 14010647.14521433, 7980311.50901229, False), (170, 14010647.17723549, 7980312.20799805, False), (172, 14010647.1196416, 7980312.80631092, False), (174, 14010647.10055114, 7980313.27571782, False), (176, 14010647.16429308, 7980313.91098169, False), (178, 14010647.14262991, 7980314.53934321, False)]",82,"[(False, 42)]",0.09978163
16,"[(42, 14010647.82731865, 7980314.54858385, False), (44, 14010647.72203292, 7980314.00746107, False), (46, 14010647.59968083, 7980313.46629901, False), (48, 14010647.52350699, 7980313.11182507, False), (50, 14010647.43048741, 7980312.62119167, False), (52, 14010647.37779738, 7980312.18919558, False), (54, 14010647.29749793, 7980311.71904392, False), (56, 14010647.26977959, 7980311.2415408, False), (58, 14010647.29749009, 7980310.81504002, False), (60, 14010647.33775946, 7980310.41623633, False), (62, 14010647.32622071, 7980309.91904026, False), (64, 14010647.32671962, 7980309.38426228, False), (66, 14010647.3385106, 7980308.99375354, False), (68, 14010647.33088126, 7980308.46470588, False), (70, 14010647.3178027, 7980307.97047258, False), (72, 14010647.30927948, 7980307.55601312, False), (74, 14010647.28941852, 7980307.08644841, False), (76, 14010647.26708346, 7980306.6079498, False), (78, 14010647.2474013, 7980306.15274016, False), (80, 14010647.17487732, 7980305.68454645, False), (82, 14010647.10949459, 7980305.22807733, False), (84, 14010647.09451993, 7980304.63819189, False), (86, 14010647.08054944, 7980304.16159182, False), (88, 14010647.12709314, 7980303.70953332, False), (90, 14010647.16385072, 7980303.30975224, False), (92, 14010647.15818827, 7980302.93629279, False), (94, 14010647.16919327, 7980302.50015446, False), (96, 14010647.16712061, 7980301.93900661, False), (98, 14010647.14876527, 7980301.29198788, False), (100, 14010647.07761294, 7980300.91804648, False), (102, 14010646.98409739, 7980300.68043189, False), (104, 14010646.87584335, 7980300.33130237, False), (106, 14010646.8042208, 7980299.82870955, False)]",64,"[(False, 33)]",0.09978163
19,"[(40, 14010646.93856122, 7980314.53831303, False), (42, 14010646.95366634, 7980314.08596973, False), (44, 14010646.88886866, 7980313.62881229, False), (46, 14010646.81804635, 7980313.19232576, False), (48, 14010646.80370119, 7980312.58492681, False), (50, 14010646.81652727, 7980312.15321265, False), (52, 14010646.82327614, 7980311.73096751, False), (54, 14010646.76945193, 7980311.22597111, False), (56, 14010646.78715207, 7980310.73399216, False), (58, 14010646.81385933, 7980310.23378376, False), (60, 14010646.82853388, 7980309.75161803, False), (62, 14010646.84924232, 7980309.21777304, False), (64, 14010646.87351397, 7980308.6939452, False), (66, 14010646.88863023, 7980308.17986335, False), (68, 14010646.88811734, 7980307.73900463, False), (70, 14010646.89215025, 7980307.22936089, False), (72, 14010646.8682587, 7980306.70307848, False), (74, 14010646.84317504, 7980306.201586, False), (76, 14010646.82359172, 7980305.74111633, False), (78, 14010646.82403351, 7980305.22191234, False), (80, 14010646.80418376, 7980304.74988189, False), (82, 14010646.7639089, 7980304.28148333, False), (84, 14010646.75007363, 7980303.83551055, False), (86, 14010646.73548956, 7980303.23078257, False), (88, 14010646.72321246, 7980302.79757045, False), (90, 14010646.71153032, 7980302.45341695, False), (92, 14010646.68656594, 7980302.04276403, False), (94, 14010646.66335935, 7980301.48128543, False)]",54,"[(False, 28)]",0.0997816299999999
