person_id,trajectory,duration_frames,shadow_segments,avg_shadow_proportion,transition_0,transition_1,transition_2,category
1,"[(254, 14010650.59071829, 7980288.40102756, False), (256, 14010650.5104117, 7980289.04731027, False), (258, 14010650.47559283, 7980289.41021717, False), (260, 14010650.44099648, 7980289.88678429, False), (262, 14010650.40635889, 7980290.3838875, False), (264, 14010650.35964069, 7980290.85738822, False), (266, 14010650.34117555, 7980291.29942153, False), (268, 14010650.33611146, 7980291.72702439, False), (270, 14010650.33984407, 7980292.20460736, False), (272, 14010650.38831465, 7980292.53837767, False), (274, 14010650.40418149, 7980292.83475783, False), (276, 14010650.40662688, 7980293.30015841, False), (278, 14010650.40333501, 7980293.85022649, False), (280, 14010650.3986393, 7980294.42983504, False), (282, 14010650.3943453, 7980295.01194373, False), (284, 14010650.41187717, 7980295.6116708, False), (286, 14010650.45651575, 7980296.04106408, False), (288, 14010650.46918668, 7980296.59707272, False), (290, 14010650.52313715, 7980297.11254273, False), (292, 14010650.57510403, 7980297.56777117, False), (294, 14010650.5926167, 7980297.94758742, False), (296, 14010650.58488784, 7980299.14065161, False), (298, 14010650.70187507, 7980299.55606482, False), (300, 14010650.81196144, 7980299.84956336, False), (302, 14010650.86988014, 7980300.27989728, False), (304, 14010650.88180061, 7980300.75958847, False), (306, 14010650.84305805, 7980301.14379686, False), (308, 14010650.76382276, 7980301.70868716, False), (310, 14010650.72253136, 7980302.14994298, False), (312, 14010650.70481989, 7980302.51761335, False), (314, 14010650.68327897, 7980302.95021681, False), (316, 14010650.66209047, 7980303.35473392, False), (318, 14010650.61350222, 7980303.76083889, False), (320, 14010650.57762528, 7980304.18724318, False), (322, 14010650.5844371, 7980304.60014079, False), (324, 14010650.59740786, 7980304.93275104, False), (326, 14010650.60917318, 7980305.36917548, False), (328, 14010650.62562628, 7980305.85317761, False), (330, 14010650.63354188, 7980306.24125494, False), (332, 14010650.6485209, 7980306.62909365, False), (334, 14010650.6373605, 7980307.10675913, False), (336, 14010650.65688653, 7980307.53416691, False), (338, 14010650.61558424, 7980307.96397352, False), (340, 14010650.55823512, 7980308.43082896, False), (342, 14010650.53844926, 7980308.8321449, False), (344, 14010650.51301349, 7980309.26901753, False), (346, 14010650.51398268, 7980309.67395842, False), (348, 14010650.58168863, 7980310.10332292, False), (350, 14010650.63688442, 7980310.52799612, False), (352, 14010650.6457327, 7980310.96432258, False), (354, 14010650.72265727, 7980311.33440028, False), (356, 14010650.7898493, 7980311.70970138, False), (358, 14010650.80324704, 7980312.16859853, False), (360, 14010650.85139534, 7980312.50760318, False), (362, 14010650.94154058, 7980312.87044736, False), (364, 14010651.00451726, 7980313.31484097, False), (366, 14010651.0375234, 7980313.74837698, False), (368, 14010651.11816715, 7980314.12539836, False), (370, 14010651.20317426, 7980314.50932743, False), (372, 14010651.22114688, 7980314.94630484, False)]",118,"[(False, 60)]",0.1516396600000001,Heliophile,,,Heliophile
3,"[(26, 14010652.08984201, 7980314.74544112, False), (28, 14010652.10740038, 7980314.26775718, False), (30, 14010652.1194464, 7980313.75395135, False), (32, 14010652.08044581, 7980313.34094351, False), (34, 14010652.09261732, 7980312.78609696, False), (36, 14010652.09138743, 7980312.286435, False), (38, 14010652.06092687, 7980311.66790634, False), (40, 14010652.04365954, 7980311.25571281, False), (42, 14010652.04868983, 7980310.89121473, False), (44, 14010652.03014769, 7980310.36344677, False), (46, 14010651.98864545, 7980309.78298524, False), (48, 14010651.92279805, 7980309.40244644, False), (50, 14010651.75334577, 7980308.91271226, False), (52, 14010651.65478222, 7980308.34746493, False), (54, 14010651.60393849, 7980307.97972739, False), (56, 14010651.50943357, 7980307.47114129, False), (58, 14010651.50534982, 7980306.76636225, False), (60, 14010651.48855979, 7980306.25674591, False), (62, 14010651.42658813, 7980305.7608472, False), (64, 14010651.39601586, 7980305.26271694, False), (66, 14010651.37742334, 7980304.79153578, False), (68, 14010651.28793375, 7980304.28625696, False), (70, 14010651.19307619, 7980303.78457191, False), (72, 14010651.15136037, 7980303.27662625, False), (74, 14010651.14443615, 7980302.88311748, False), (76, 14010651.12125999, 7980302.4378419, False), (78, 14010651.17183258, 7980301.92465789, False), (80, 14010651.23541024, 7980301.40410259, False), (82, 14010651.29056539, 7980300.99963617, False), (84, 14010651.36156624, 7980300.60285037, False), (86, 14010651.44003326, 7980300.19336126, False), (88, 14010651.54003044, 7980299.78919296, False), (90, 14010651.63526249, 7980299.43670745, False), (92, 14010651.730578, 7980298.94141456, False), (94, 14010651.78896944, 7980298.56257483, False), (96, 14010651.88513948, 7980298.23174864, False), (98, 14010651.97911935, 7980298.05614459, False), (100, 14010652.05422726, 7980298.00911522, False), (102, 14010652.09904559, 7980297.88575191, False), (104, 14010652.14876451, 7980297.64212793, False), (106, 14010652.17334495, 7980297.6610281, False), (108, 14010652.18552486, 7980297.71292516, False), (110, 14010652.17335947, 7980297.64146653, False), (112, 14010652.10576957, 7980297.52655389, False), (114, 14010652.04747163, 7980297.16191914, False), (116, 14010651.99833504, 7980296.67968586, False), (118, 14010651.98770939, 7980296.30521289, False), (120, 14010651.90560145, 7980295.64749935, False), (122, 14010651.78816567, 7980294.86236842, False), (124, 14010651.73270255, 7980294.24047078, False), (126, 14010651.64460056, 7980293.65231558, False), (128, 14010651.53926308, 7980293.0775437, False), (130, 14010651.44427673, 7980292.45937003, False), (132, 14010651.40067115, 7980291.87969825, False), (134, 14010651.3616115, 7980291.40313391, False), (136, 14010651.35075443, 7980290.88691277, False), (138, 14010651.33138405, 7980290.43277492, False), (140, 14010651.35513724, 7980289.81336935, False), (142, 14010651.4111529, 7980289.11678131, False), (144, 14010651.42104002, 7980288.42034654, False)]",118,"[(False, 60)]",0.1363813999999999,Heliophile,,,Heliophile
7,"[(2, 14010647.16615144, 7980280.32964377, False), (4, 14010647.26792368, 7980280.01516495, False), (6, 14010647.23498064, 7980281.03995262, False), (8, 14010647.1878698, 7980282.20964593, False), (10, 14010647.12535009, 7980283.29060065, False), (12, 14010647.07737865, 7980284.03018038, False), (14, 14010647.05339856, 7980284.63862838, False), (16, 14010647.03215631, 7980285.3230726, False), (18, 14010647.05013673, 7980285.97105913, False), (20, 14010647.06083151, 7980286.68946819, False), (22, 14010647.06471943, 7980287.42654118, False), (24, 14010647.06434956, 7980288.15160916, False), (26, 14010647.07739898, 7980288.6363208, False), (28, 14010647.06717783, 7980289.1887827, False), (30, 14010647.04546845, 7980289.79018868, False), (32, 14010647.06221181, 7980290.45740733, False), (34, 14010647.06989897, 7980291.0971089, False), (36, 14010647.0909568, 7980291.83397537, False), (38, 14010647.1240802, 7980292.50481658, False), (40, 14010647.14081229, 7980293.19063399, False), (42, 14010647.15530341, 7980293.78449026, False), (44, 14010647.14972619, 7980294.38663835, False), (46, 14010647.14792196, 7980294.99973662, False), (48, 14010647.13101087, 7980295.66256315, False), (50, 14010647.1084082, 7980296.32926391, False), (52, 14010647.10286201, 7980296.92294555, False), (54, 14010647.08877532, 7980297.51938401, False), (56, 14010647.07578605, 7980298.18080743, False), (58, 14010647.06458013, 7980298.72050681, False), (60, 14010647.04274919, 7980299.4326604, False), (62, 14010647.0336098, 7980299.91622556, False), (64, 14010647.04080262, 7980300.41053606, False), (66, 14010647.04447514, 7980300.89762877, False), (68, 14010647.04456449, 7980301.48406878, False), (70, 14010647.03758815, 7980302.14554771, False), (72, 14010647.01420625, 7980302.64863726, False), (74, 14010646.97490328, 7980303.24442876, False), (76, 14010646.94939663, 7980303.79455159, False), (78, 14010646.89738643, 7980304.44443072, False), (80, 14010646.85695882, 7980305.09419852, False), (82, 14010646.82486649, 7980305.71449729, False), (84, 14010646.8058052, 7980306.30450033, False), (86, 14010646.78140314, 7980306.95448599, False), (88, 14010646.78875962, 7980307.60333362, False), (90, 14010646.76341383, 7980307.99763577, True), (92, 14010646.72466083, 7980308.56964446, True), (94, 14010646.72950885, 7980309.32751137, False), (96, 14010646.71223287, 7980309.93617762, False), (98, 14010646.65636003, 7980310.5877096, False), (100, 14010646.70297029, 7980311.24981436, False), (102, 14010646.7555677, 7980311.9151684, False), (104, 14010646.75954582, 7980312.57169771, False), (106, 14010646.80219152, 7980313.03968335, False), (108, 14010646.82360526, 7980313.79263683, False), (110, 14010646.82451497, 7980314.51336659, False)]",108,"[(False, 44), (True, 2), (False, 9)]",0.1363814,,,Heliophile,Heliophile
9,"[(406, 14010645.95148728, 7980305.97157341, True), (408, 14010645.97379138, 7980306.48698081, True), (410, 14010646.00233655, 7980306.90960783, True), (412, 14010646.02193025, 7980307.41644733, True), (414, 14010645.9720229, 7980308.08875294, True), (416, 14010645.89192934, 7980308.6070354, True), (418, 14010645.85409239, 7980309.1858953, True), (420, 14010645.81353316, 7980309.72422663, True), (422, 14010645.72975417, 7980310.21311918, True), (424, 14010645.64998967, 7980310.76694751, True), (426, 14010645.58211506, 7980311.45116692, True), (428, 14010645.46860809, 7980311.9441381, True), (430, 14010645.32378201, 7980312.54422836, True), (432, 14010645.19873253, 7980313.19352723, True), (434, 14010645.06265102, 7980313.6433588, True), (436, 14010645.00698362, 7980314.37303471, True), (438, 14010644.95041064, 7980314.95800444, False)]",32,"[(True, 16), (False, 1)]",0.15163966,,Sun-chaser,,Sun-chaser
11,"[(6, 14010651.01607083, 7980305.0586067, False), (8, 14010651.10245801, 7980305.70978839, False), (10, 14010651.15292865, 7980306.36717116, False), (12, 14010651.18197711, 7980306.77879783, False), (14, 14010651.1502022, 7980307.29015934, False), (16, 14010651.10621383, 7980307.90803482, False), (18, 14010651.08049906, 7980308.41272053, False), (20, 14010651.02165857, 7980308.94804479, False), (22, 14010650.99706495, 7980309.42283181, False), (24, 14010650.96064116, 7980309.8931184, False), (26, 14010650.87625265, 7980310.462827, False), (28, 14010650.85567133, 7980310.92473528, False), (30, 14010650.84385213, 7980311.43628693, False), (32, 14010650.84086664, 7980312.06046914, False), (34, 14010650.90819083, 7980312.5436864, False), (36, 14010650.99598328, 7980313.05029953, False), (38, 14010651.08121726, 7980313.61315092, False), (40, 14010651.22472343, 7980314.06673496, False), (42, 14010651.28911267, 7980314.41758729, False)]",36,"[(False, 19)]",0.1363813999999999,Heliophile,,,Heliophile
13,"[(10, 14010651.41219945, 7980289.81790373, False), (12, 14010651.3059573, 7980290.01912299, False), (14, 14010651.14156877, 7980290.301383, False), (16, 14010650.90236717, 7980290.77360794, False), (18, 14010650.68404894, 7980291.19479159, False), (20, 14010650.48197833, 7980291.83643021, False), (22, 14010650.31986654, 7980292.47965189, False), (24, 14010650.16682446, 7980293.07740506, False), (26, 14010650.03887818, 7980293.76887139, False), (28, 14010649.91213648, 7980294.46444005, False), (30, 14010649.75278418, 7980295.08761001, False), (32, 14010649.57917748, 7980295.83762241, False), (34, 14010649.33047461, 7980296.51795317, False), (36, 14010649.07850435, 7980297.08771308, False), (38, 14010648.8187509, 7980297.80392556, False), (40, 14010648.56522928, 7980298.41769183, False), (42, 14010648.33376263, 7980298.97637335, False), (44, 14010648.11890361, 7980299.49989414, False), (46, 14010647.89016508, 7980300.2837401, False), (48, 14010647.66691126, 7980301.03940564, False), (50, 14010647.52293864, 7980301.53880726, False), (52, 14010647.37457902, 7980302.07767154, False), (54, 14010647.23679046, 7980302.69630486, False), (56, 14010647.11103114, 7980303.28999196, False), (58, 14010647.01864001, 7980304.05692811, False), (60, 14010646.98311264, 7980304.60763076, False), (62, 14010646.99538231, 7980305.22484927, False), (64, 14010646.98920779, 7980305.97736521, False), (66, 14010646.99350698, 7980306.70419132, False), (68, 14010647.00024252, 7980307.4468038, False), (70, 14010646.98411766, 7980308.0780895, False), (72, 14010646.96474971, 7980308.69917498, True), (74, 14010646.91106371, 7980309.48388132, False), (76, 14010646.84579476, 7980310.14708266, False), (78, 14010646.81035181, 7980310.76616662, False), (80, 14010646.77750592, 7980311.52408011, False), (82, 14010646.76816872, 7980312.37044741, False), (84, 14010646.76889351, 7980313.19063265, False), (86, 14010646.81669322, 7980313.85720832, False), (88, 14010646.8759657, 7980314.53424012, False)]",78,"[(False, 31), (True, 1), (False, 8)]",0.1363814,,,Heliophile,Heliophile
14,"[(180, 14010648.7028981, 7980309.8680334, False), (182, 14010648.72620584, 7980308.91922685, False), (184, 14010648.61827057, 7980308.40353589, False), (186, 14010648.52273674, 7980307.85991647, False), (188, 14010648.53027294, 7980307.02116611, False), (190, 14010648.57726168, 7980306.01439879, False), (192, 14010648.56701516, 7980305.15957504, False), (194, 14010648.52589348, 7980304.45522685, False), (196, 14010648.44309678, 7980303.46854476, False), (198, 14010648.24319702, 7980302.60722074, False), (200, 14010647.99453283, 7980301.8188672, False), (202, 14010647.73484616, 7980301.0621383, False), (204, 14010647.47943855, 7980300.31345776, False), (206, 14010647.00404669, 7980299.39359897, False), (208, 14010646.61201336, 7980298.18579673, False), (210, 14010646.30548659, 7980295.84549701, False), (212, 14010646.04055078, 7980293.01660839, True), (214, 14010645.7893708, 7980290.06500434, True), (216, 14010645.43767808, 7980287.05383568, True)]",36,"[(False, 16), (True, 3)]",0.1516396599999999,,Shade-chaser,,Shade-chaser
15,"[(180, 14010647.58929444, 7980314.98712831, False), (182, 14010647.72920525, 7980314.48412636, False), (184, 14010647.8117348, 7980314.01947094, False), (186, 14010647.84256733, 7980313.5607555, False), (188, 14010647.82915605, 7980313.05043617, False), (190, 14010647.7367428, 7980312.56278661, False), (192, 14010647.66665779, 7980312.0923389, False), (194, 14010647.62545704, 7980311.41823373, False), (196, 14010647.59874452, 7980310.93907005, False), (198, 14010647.6538193, 7980310.46572332, False), (200, 14010647.76646825, 7980309.87442842, False), (202, 14010647.82025357, 7980309.37830203, False), (204, 14010647.90604146, 7980308.82502954, False), (206, 14010647.98015186, 7980308.37987054, False), (208, 14010648.0168776, 7980307.77869574, False), (210, 14010648.05133993, 7980307.32906043, False), (212, 14010648.05764091, 7980306.77110386, False), (214, 14010648.02503145, 7980306.18226133, False), (216, 14010647.98192602, 7980305.5258229, False), (218, 14010647.88209457, 7980304.97755228, False), (220, 14010647.86046445, 7980304.30703397, False), (222, 14010647.82939312, 7980303.82507073, False), (224, 14010647.81810893, 7980303.16102316, False)]",44,"[(False, 23)]",0.1516396599999999,Heliophile,,,Heliophile
18,"[(194, 14010646.17313921, 7980302.09661556, False), (196, 14010646.26823766, 7980302.40479084, False), (198, 14010646.35727093, 7980303.2679255, False), (200, 14010646.47538614, 7980304.02516398, False), (202, 14010646.36515736, 7980303.79529586, False), (204, 14010646.30814366, 7980303.89465044, True), (206, 14010646.35545557, 7980304.11587084, False), (208, 14010646.45293666, 7980304.40144899, False), (210, 14010646.56757433, 7980304.71315292, False), (212, 14010646.687784, 7980305.09526563, False), (214, 14010646.74961031, 7980305.56128914, False), (216, 14010646.78072254, 7980305.96908164, False), (218, 14010646.86245725, 7980306.46675651, False), (220, 14010646.97112978, 7980307.00464802, False), (222, 14010647.09015758, 7980307.55365389, False), (224, 14010647.21089465, 7980308.10106088, False), (226, 14010647.30253924, 7980308.47191653, False), (228, 14010647.304433, 7980308.81073371, False), (230, 14010647.302747, 7980309.36346443, False), (232, 14010647.27171088, 7980309.83332216, False), (234, 14010647.21536435, 7980310.25347876, False), (236, 14010647.16282853, 7980310.67075666, False), (238, 14010647.12946364, 7980311.13158046, False), (240, 14010647.10635775, 7980311.68066158, False), (242, 14010647.05474597, 7980312.35354266, False), (244, 14010647.0780257, 7980312.98744934, False), (246, 14010647.08781386, 7980313.54752273, False), (248, 14010647.0752229, 7980314.16310596, False), (250, 14010647.05019805, 7980314.75398088, False)]",56,"[(False, 5), (True, 1), (False, 23)]",0.15163966,,,Heliophile,Heliophile
22,"[(70, 14010650.3507718, 7980314.93525, False), (72, 14010650.37309304, 7980314.52366016, False), (74, 14010650.42411343, 7980314.01660594, False), (76, 14010650.43116867, 7980313.5366349, False), (78, 14010650.42154053, 7980313.12867663, False), (80, 14010650.39648386, 7980312.80264365, False), (82, 14010650.36092356, 7980312.49723672, False), (84, 14010650.340152, 7980312.17475128, False), (86, 14010650.3423791, 7980311.79005595, False), (88, 14010650.64002623, 7980310.60960976, False), (90, 14010651.19900188, 7980308.61452017, False), (92, 14010650.9356844, 7980308.9504166, False), (94, 14010650.62021976, 7980309.43829267, False), (96, 14010650.58992703, 7980309.09155345, False), (98, 14010650.51426961, 7980308.8223021, False), (100, 14010650.55816569, 7980308.28162824, False), (102, 14010650.73775624, 7980307.25959914, False), (104, 14010650.8308673, 7980306.42507094, False), (106, 14010650.82419006, 7980305.90984469, False), (108, 14010650.77111636, 7980305.55015362, False), (110, 14010650.70403452, 7980305.2420445, False), (112, 14010650.3930699, 7980305.93354367, False), (114, 14010650.28301161, 7980305.93817347, False), (116, 14010650.15697112, 7980305.90115092, False), (118, 14010650.07130369, 7980305.72946111, False), (120, 14010649.97562383, 7980305.56704404, False), (122, 14010650.27902647, 7980303.87280811, False), (124, 14010650.41781688, 7980302.69246789, False)]",54,"[(False, 28)]",0.1363814,Heliophile,,,Heliophile
